date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:01:44	54137/54137	---MCZ	200	added ('OK')	text/css	date:Mon,%2019%20Jan%202015%2002:57:57%20GMT	http://lasik2c.com/templates/rt_diametric/css/joomla-core.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/joomla-core.css	(from http://lasik2c.com/)
14:01:45	86305/86305	---MCZ	200	added ('OK')	text/css	date:Wed,%2028%20Jan%202015%2019:08:46%20GMT	http://lasik2c.com/templates/rt_diametric/css/overlays.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/overlays.css	(from http://lasik2c.com/)
14:01:45	9435/9435	---MCZ	200	added ('OK')	text/css	date:Mon,%2019%20Jan%202015%2002:57:53%20GMT	http://lasik2c.com/templates/rt_diametric/css/body-light.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/body-light.css	(from http://lasik2c.com/)
14:01:45	2725/2725	---MCZ	200	added ('OK')	text/css	date:Mon,%2019%20Jan%202015%2002:57:58%20GMT	http://lasik2c.com/templates/rt_diametric/css/menu-light.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/menu-light.css	(from http://lasik2c.com/)
14:01:45	15724/15724	---MCZ	200	added ('OK')	text/css	date:Mon,%2019%20Jan%202015%2002:58:02%20GMT	http://lasik2c.com/templates/rt_diametric/css/typography.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/typography.css	(from http://lasik2c.com/)
14:01:46	13900/13900	---MCZ	200	added ('OK')	text/css	date:Mon,%2026%20Jan%202015%2006:33:11%20GMT	http://lasik2c.com/templates/rt_diametric/css/extensions.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/extensions.css	(from http://lasik2c.com/)
14:01:46	8058/8058	---MCZ	200	added ('OK')	text/css	date:Mon,%2019%20Jan%202015%2002:57:54%20GMT	http://lasik2c.com/templates/rt_diametric/css/demo-styles.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/demo-styles.css	(from http://lasik2c.com/)
14:01:46	26259/26259	---MCZ	200	added ('OK')	text/css	date:Mon,%2019%20Jan%202015%2002:58:01%20GMT	http://lasik2c.com/templates/rt_diametric/css/template.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/template.css	(from http://lasik2c.com/)
14:01:46	1476/1476	---MCZ	200	added ('OK')	text/css	date:Thu,%2029%20Jan%202015%2019:29:13%20GMT	http://lasik2c.com/templates/rt_diametric/css/owl.carousel.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/owl.carousel.css	(from http://lasik2c.com/)
14:01:47	1665/1665	---MCZ	200	added ('OK')	text/css	date:Thu,%2029%20Jan%202015%2019:29:16%20GMT	http://lasik2c.com/templates/rt_diametric/css/owl.theme.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/owl.theme.css	(from http://lasik2c.com/)
14:01:47	7894/7894	---MCZ	200	added ('OK')	text/css	date:Mon,%2019%20Jan%202015%2015:50:29%20GMT	http://lasik2c.com/templates/rt_diametric/css/fusionmenu.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/css/fusionmenu.css	(from http://lasik2c.com/)
14:01:47	1240/1240	---MCZ	200	added ('OK')	text/css	date:Mon,%2026%20Jan%202015%2005:13:05%20GMT	http://lasik2c.com/media/com_acymailing/css/module_default.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/media/com_acymailing/css/module_default.css	(from http://lasik2c.com/)
14:01:47	76/76	---MCZ	200	added ('OK')	text/css	date:Mon,%2019%20Jan%202015%2020:38:32%20GMT	http://lasik2c.com/modules/mod_bt_googlemaps/tmpl/css/style.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_bt_googlemaps/tmpl/css/style.css	(from http://lasik2c.com/)
14:01:47	1282/1282	---MCZ	200	added ('OK')	text/css	date:Sat,%2014%20Feb%202015%2010:55:19%20GMT	http://lasik2c.com/modules/mod_djimageslider/assets/slimbox/css/slimbox.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_djimageslider/assets/slimbox/css/slimbox.css	(from http://lasik2c.com/)
14:01:48	2142/2142	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Apr%202015%2012:25:16%20GMT	http://lasik2c.com/modules/mod_djimageslider/assets/style.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_djimageslider/assets/style.css	(from http://lasik2c.com/)
14:01:48	4191/4191	---MCZ	200	added ('OK')	text/css	date:Mon,%2019%20Jan%202015%2003:00:39%20GMT	http://lasik2c.com/templates/rt_diametric/roksprocket/layouts/tabs/themes/default/tabs.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/roksprocket/layouts/tabs/themes/default/tabs.css	(from http://lasik2c.com/)
14:01:48	5163/5163	---MCZ	200	added ('OK')	text/css	date:Mon,%2023%20Mar%202015%2008:59:37%20GMT	http://lasik2c.com/modules/mod_news_show_sp2/assets/css/mod_news_show_sp2.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_news_show_sp2/assets/css/mod_news_show_sp2.css	(from http://lasik2c.com/)
14:01:48	1379/1379	---MCZ	200	added ('OK')	text/css	date:Thu,%2029%20Jan%202015%2018:29:03%20GMT	http://lasik2c.com/modules/mod_uniteswitcher/tmpl/transparent.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_uniteswitcher/tmpl/transparent.css	(from http://lasik2c.com/)
14:01:49	4230/4230	---MCZ	200	added ('OK')	text/css	date:Thu,%2029%20Jan%202015%2018:23:27%20GMT	http://lasik2c.com/modules/mod_rokajaxsearch/css/rokajaxsearch.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_rokajaxsearch/css/rokajaxsearch.css	(from http://lasik2c.com/)
14:01:49	2263/2263	---MCZ	200	added ('OK')	text/css	date:Wed,%2028%20Jan%202015%2020:37:30%20GMT	http://lasik2c.com/modules/mod_rokajaxsearch/themes/blue/rokajaxsearch-theme.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_rokajaxsearch/themes/blue/rokajaxsearch-theme.css	(from http://lasik2c.com/)
14:01:49	21/21	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:45:06%20GMT	http://lasik2c.com/media/jui/js/jquery-noconflict.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/media/jui/js/jquery-noconflict.js	(from http://lasik2c.com/)
14:01:51	7199/7199	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:45:06%20GMT	http://lasik2c.com/media/jui/js/jquery-migrate.min.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/media/jui/js/jquery-migrate.min.js	(from http://lasik2c.com/)
14:01:51	491/491	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2001%20Oct%202014%2011:52:08%20GMT	http://lasik2c.com/media/system/js/caption.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/media/system/js/caption.js	(from http://lasik2c.com/)
14:01:51	95786/95786	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2001%20Oct%202014%2011:52:08%20GMT	http://lasik2c.com/media/jui/js/jquery.min.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/media/jui/js/jquery.min.js	(from http://lasik2c.com/)
14:01:52	4104/4104	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2001%20Oct%202014%2011:52:08%20GMT	http://lasik2c.com/media/system/js/core.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/media/system/js/core.js	(from http://lasik2c.com/)
14:01:53	57272/57272	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/js/jcemediabox.js?d95577726527bb372fd7fcb454409743	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/js/jcemediabox0343.js	(from http://lasik2c.com/)
14:01:53	378/378	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:35:27%20GMT	http://lasik2c.com/libraries/gantry/js/gantry-totop.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/js/gantry-totop.js	(from http://lasik2c.com/)
14:01:54	2815/2815	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:35:26%20GMT	http://lasik2c.com/libraries/gantry/js/gantry-smartload.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/js/gantry-smartload.js	(from http://lasik2c.com/)
14:01:55	698/698	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:35:25%20GMT	http://lasik2c.com/libraries/gantry/js/gantry-buildspans.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/js/gantry-buildspans.js	(from http://lasik2c.com/)
14:01:56	55061/55061	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:56:10%20GMT	http://lasik2c.com/plugins/system/rokbox/assets/js/rokbox.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/rokbox/assets/js/rokbox.js	(from http://lasik2c.com/)
14:01:56	83893/83893	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:48:01%20GMT	http://lasik2c.com/media/system/js/mootools-core.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/media/system/js/mootools-core.js	(from http://lasik2c.com/)
14:01:56	3880/3880	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:35:26%20GMT	http://lasik2c.com/libraries/gantry/js/gantry-inputs.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/js/gantry-inputs.js	(from http://lasik2c.com/)
14:01:56	2662/2662	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:35:24%20GMT	http://lasik2c.com/libraries/gantry/js/browser-engines.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/js/browser-engines.js	(from http://lasik2c.com/)
14:01:56	708/708	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2003:00:28%20GMT	http://lasik2c.com/templates/rt_diametric/js/load-transition.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/js/load-transition.js	(from http://lasik2c.com/)
14:01:58	10368/10368	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2026%20Jan%202015%2005:13:05%20GMT	http://lasik2c.com/media/com_acymailing/js/acymailing_module.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/media/com_acymailing/js/acymailing_module.js	(from http://lasik2c.com/)
14:01:58	26565/26565	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:49:46%20GMT	http://lasik2c.com/modules/mod_roknavmenu/themes/fusion/js/fusion.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_roknavmenu/themes/fusion/js/fusion.js	(from http://lasik2c.com/)
14:01:58	52797/52797	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2029%20Jan%202015%2019:28:22%20GMT	http://lasik2c.com/templates/rt_diametric/js/owl.carousel.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/js/owl.carousel.js	(from http://lasik2c.com/)
14:01:58	2825/2825	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2020:38:32%20GMT	http://lasik2c.com/modules/mod_bt_googlemaps/tmpl/js/btbase64.min.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_bt_googlemaps/tmpl/js/btbase64.min.js	(from http://lasik2c.com/)
14:01:58	236825/236825	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:48:04%20GMT	http://lasik2c.com/media/system/js/mootools-more.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/media/system/js/mootools-more.js	(from http://lasik2c.com/)
14:01:59	11538/11538	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2020:38:32%20GMT	http://lasik2c.com/modules/mod_bt_googlemaps/tmpl/js/default.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_bt_googlemaps/tmpl/js/default.js	(from http://lasik2c.com/)
14:01:59	4833/4833	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20Feb%202015%2010:55:19%20GMT	http://lasik2c.com/modules/mod_djimageslider/assets/slimbox/js/slimbox.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_djimageslider/assets/slimbox/js/slimbox.js	(from http://lasik2c.com/)
14:01:59	4842/4842	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20Feb%202015%2010:55:19%20GMT	http://lasik2c.com/modules/mod_djimageslider/assets/powertools-1.2.0.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_djimageslider/assets/powertools-1.2.0.js	(from http://lasik2c.com/)
14:01:59	5438/5438	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20Feb%202015%2010:55:19%20GMT	http://lasik2c.com/modules/mod_djimageslider/assets/slider.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_djimageslider/assets/slider.js	(from http://lasik2c.com/)
14:01:59	4475/4475	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:21:31%20GMT	http://lasik2c.com/components/com_roksprocket/assets/js/mootools-mobile.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/components/com_roksprocket/assets/js/mootools-mobile.js	(from http://lasik2c.com/)
14:02:00	2999/2999	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:21:31%20GMT	http://lasik2c.com/components/com_roksprocket/assets/js/rokmediaqueries.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/components/com_roksprocket/assets/js/rokmediaqueries.js	(from http://lasik2c.com/)
14:02:00	1235/1235	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:21:32%20GMT	http://lasik2c.com/components/com_roksprocket/assets/js/roksprocket.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/components/com_roksprocket/assets/js/roksprocket.js	(from http://lasik2c.com/)
14:02:00	9187/9187	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:23:04%20GMT	http://lasik2c.com/components/com_roksprocket/layouts/tabs/themes/default/tabs.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/components/com_roksprocket/layouts/tabs/themes/default/tabs.js	(from http://lasik2c.com/)
14:02:00	6024/6024	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2023%20Mar%202015%2008:59:37%20GMT	http://lasik2c.com/modules/mod_news_show_sp2/assets/js/nssp2.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_news_show_sp2/assets/js/nssp2.js	(from http://lasik2c.com/)
14:02:00	24184/24184	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2019%20Jan%202015%2002:48:47%20GMT	http://lasik2c.com/modules/mod_rokajaxsearch/js/rokajaxsearch.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_rokajaxsearch/js/rokajaxsearch.js	(from http://lasik2c.com/)
14:02:01	1765/1765	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Jan%202015%2004:30:45%20GMT	http://lasik2c.com/plugins/system/videobox/css/videobox.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/videobox/css/videobox.css	(from http://lasik2c.com/)
14:02:01	2115/2115	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Jan%202015%2004:30:45%20GMT	http://lasik2c.com/libraries/videobox/css/videobox.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/videobox/css/videobox.css	(from http://lasik2c.com/)
14:02:01	5306/5306	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Jan%202015%2004:30:45%20GMT	http://lasik2c.com/libraries/videobox/css/functions.css	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/videobox/css/functions.css	(from http://lasik2c.com/)
14:02:02	6698/6698	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2024%20Jan%202015%2004:30:45%20GMT	http://lasik2c.com/libraries/videobox/js/videobox.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/videobox/js/videobox.js	(from http://lasik2c.com/)
14:02:02	98/98	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Jan%202015%2012:45:26%20GMT	http://lasik2c.fireflycollab.com/modules/mod_uniteswitcher/tmpl/images/default/us.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.fireflycollab.com/modules/mod_uniteswitcher/tmpl/images/default/us.gif	(from http://lasik2c.com/)
14:02:02	5820/5820	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2024%20Jan%202015%2004:30:45%20GMT	http://lasik2c.com/libraries/videobox/js/functions.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/videobox/js/functions.js	(from http://lasik2c.com/)
14:02:02	177/177	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Jan%202015%2012:45:26%20GMT	http://lasik2c.com/modules/mod_uniteswitcher/tmpl/images/default/es.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_uniteswitcher/tmpl/images/default/es.gif	(from http://lasik2c.com/)
14:02:03	98/98	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Jan%202015%2012:45:26%20GMT	http://lasik2c.com/modules/mod_uniteswitcher/tmpl/images/default/us.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/modules/mod_uniteswitcher/tmpl/images/default/us.gif	(from http://lasik2c.com/)
14:02:03	96390/96390	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2024%20Jan%202015%2004:30:45%20GMT	http://lasik2c.com/libraries/videobox/js/jquery.min.js	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/videobox/js/jquery.min.js	(from http://lasik2c.com/)
14:02:04	55295/55295	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:04%20GMT	http://lasik2c.com/practice/meet-the-doctors	C:/My%20Web%20Sites/lasik2c/lasik2c.com/practice/meet-the-doctors.html	(from http://lasik2c.com/)
14:02:04	56449/56449	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:05%20GMT	http://lasik2c.com/practice/co-managing-optometrists	C:/My%20Web%20Sites/lasik2c/lasik2c.com/practice/co-managing-optometrists.html	(from http://lasik2c.com/)
14:02:05	50061/50061	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:05%20GMT	http://lasik2c.com/practice/the-ultravision-lifetime-pledge	C:/My%20Web%20Sites/lasik2c/lasik2c.com/practice/the-ultravision-lifetime-pledge.html	(from http://lasik2c.com/)
14:02:05	64516/64516	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:06%20GMT	http://lasik2c.com/practice/our-locations	C:/My%20Web%20Sites/lasik2c/lasik2c.com/practice/our-locations.html	(from http://lasik2c.com/)
14:02:06	54296/54296	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:06%20GMT	http://lasik2c.com/practice/photos	C:/My%20Web%20Sites/lasik2c/lasik2c.com/practice/photos.html	(from http://lasik2c.com/)
14:02:06	53514/53514	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:07%20GMT	http://lasik2c.com/practice/clients	C:/My%20Web%20Sites/lasik2c/lasik2c.com/practice/clients.html	(from http://lasik2c.com/)
14:02:07	57567/57567	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:07%20GMT	http://lasik2c.com/practice/career-opportunities	C:/My%20Web%20Sites/lasik2c/lasik2c.com/practice/career-opportunities.html	(from http://lasik2c.com/)
14:02:07	47546/47546	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:08%20GMT	http://lasik2c.com/practice/blog	C:/My%20Web%20Sites/lasik2c/lasik2c.com/practice/blog.html	(from http://lasik2c.com/)
14:02:08	77515/77515	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:08%20GMT	http://lasik2c.com/procedures/ophthalmology	C:/My%20Web%20Sites/lasik2c/lasik2c.com/procedures/ophthalmology.html	(from http://lasik2c.com/)
14:02:09	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:09%20GMT	http://lasik2c.com/procedures/keratoconus	C:/My%20Web%20Sites/lasik2c/lasik2c.com/procedures/keratoconus.html	(from http://lasik2c.com/)
14:02:09	52881/52881	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:10%20GMT	http://lasik2c.com/procedures/ultraoptik	C:/My%20Web%20Sites/lasik2c/lasik2c.com/procedures/ultraoptik.html	(from http://lasik2c.com/)
14:02:09	51491/51491	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:10%20GMT	http://lasik2c.com/procedures/intralase-technology	C:/My%20Web%20Sites/lasik2c/lasik2c.com/procedures/intralase-technology.html	(from http://lasik2c.com/)
14:02:10	47484/47484	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:11%20GMT	http://lasik2c.com/lasik	C:/My%20Web%20Sites/lasik2c/lasik2c.com/lasik.html	(from http://lasik2c.com/)
14:02:10	49380/49380	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:11%20GMT	http://lasik2c.com/lasik/am-i-a-candidate	C:/My%20Web%20Sites/lasik2c/lasik2c.com/lasik/am-i-a-candidate.html	(from http://lasik2c.com/)
14:02:11	51075/51075	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:12%20GMT	http://lasik2c.com/lasik/zyoptix	C:/My%20Web%20Sites/lasik2c/lasik2c.com/lasik/zyoptix.html	(from http://lasik2c.com/)
14:02:12	49699/49699	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:12%20GMT	http://lasik2c.com/lasik/intralase	C:/My%20Web%20Sites/lasik2c/lasik2c.com/lasik/intralase.html	(from http://lasik2c.com/)
14:02:12	50771/50771	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:13%20GMT	http://lasik2c.com/lasik/wavefront-comparison-chart	C:/My%20Web%20Sites/lasik2c/lasik2c.com/lasik/wavefront-comparison-chart.html	(from http://lasik2c.com/)
14:02:12	56167/56167	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:13%20GMT	http://lasik2c.com/lasik/the-bausch-lomb-laser	C:/My%20Web%20Sites/lasik2c/lasik2c.com/lasik/the-bausch-lomb-laser.html	(from http://lasik2c.com/)
14:02:13	53554/53554	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:14%20GMT	http://lasik2c.com/lasik/frequently-asked-questions-about-zyoptix	C:/My%20Web%20Sites/lasik2c/lasik2c.com/lasik/frequently-asked-questions-about-zyoptix.html	(from http://lasik2c.com/)
14:02:13	50051/50051	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:14%20GMT	http://lasik2c.com/lasik/lasik-alternatives	C:/My%20Web%20Sites/lasik2c/lasik2c.com/lasik/lasik-alternatives.html	(from http://lasik2c.com/)
14:02:14	76870/76870	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:15%20GMT	http://lasik2c.com/index.php	C:/My%20Web%20Sites/lasik2c/lasik2c.com/index-2.html	(from http://lasik2c.com/)
14:02:15	60039/60039	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:15%20GMT	http://lasik2c.com/testimonials	C:/My%20Web%20Sites/lasik2c/lasik2c.com/testimonials.html	(from http://lasik2c.com/)
14:02:15	51031/51031	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:16%20GMT	http://lasik2c.com/payments	C:/My%20Web%20Sites/lasik2c/lasik2c.com/payments.html	(from http://lasik2c.com/)
14:02:15	49842/49842	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:16%20GMT	http://lasik2c.com/contact-us	C:/My%20Web%20Sites/lasik2c/lasik2c.com/contact-us.html	(from http://lasik2c.com/)
